p_old	p_young	t_young_kya	t_old_kya	delta_kya	noem_old_precision	noem_old_recall	noem_old_f1	noem_young_precision	noem_young_recall	noem_young_f1	em_old_precision	em_old_recall	em_old_f1	em_young_precision	em_young_recall	em_young_f1	learned_lambda_n	learned_lambda_af	learned_lambda_old	learned_lambda_young	summary_json	out_dir
0.2	0.3	50000	60000	10000	0.3817	0.2544	0.3053	0.725	0.8233	0.771	0.4064	0.141	0.2094	0.7162	0.906	0.8	0.8806003873775428	0.09698617103467701	0.12299615329254934	0.0440048489726763	grid_runs/pold_0.2_pyoung_0.3_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_60000k_tyoung_50000k
0.2	0.3	30000	45000	15000	0.347	0.6385	0.4496	0.7489	0.4754	0.5816	0.3927	0.2698	0.3198	0.7134	0.8148	0.7607	0.8723465747221824	0.09612095466920405	0.06981047008646384	0.030533407245314566	grid_runs/pold_0.2_pyoung_0.3_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_45000k_tyoung_30000k
0.2	0.3	35000	50000	15000	0.4369	0.5863	0.5007	0.7607	0.6361	0.6928	0.5199	0.2466	0.3346	0.7064	0.8873	0.7865	0.8616951322974438	0.09622166287578086	0.08008522602990023	0.03261213029000632	grid_runs/pold_0.2_pyoung_0.3_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_50000k_tyoung_35000k
0.2	0.3	40000	55000	15000	0.4218	0.5005	0.4578	0.7933	0.7387	0.765	0.5713	0.1969	0.2928	0.7517	0.9368	0.8341	0.8672662486052505	0.09666752149782216	0.10111939217244847	0.03447110879669201	grid_runs/pold_0.2_pyoung_0.3_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_55000k_tyoung_40000k
0.2	0.3	45000	60000	15000	0.4114	0.4277	0.4194	0.7534	0.7313	0.7422	0.4434	0.1774	0.2534	0.7195	0.8974	0.7987	0.8765876783389542	0.09593842806225657	0.10533872462590138	0.03993657302942083	grid_runs/pold_0.2_pyoung_0.3_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_60000k_tyoung_45000k
0.2	0.3	30000	50000	20000	0.367	0.7309	0.4886	0.7863	0.4383	0.5629	0.4844	0.2979	0.3689	0.7275	0.8561	0.7866	0.8782748094102099	0.09624382019562444	0.07447983825741995	0.03191498784994415	grid_runs/pold_0.2_pyoung_0.3_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_50000k_tyoung_30000k
0.2	0.3	35000	55000	20000	0.4282	0.6683	0.5219	0.8217	0.6323	0.7147	0.5463	0.3439	0.4221	0.7603	0.8787	0.8152	0.8699573702109565	0.09633518718585171	0.07920325849441448	0.0313012466909248	grid_runs/pold_0.2_pyoung_0.3_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_55000k_tyoung_35000k
0.2	0.3	40000	60000	20000	0.4824	0.5945	0.5326	0.7934	0.6978	0.7425	0.62	0.2505	0.3568	0.7268	0.9227	0.8131	0.8558909978318913	0.09847060252824497	0.09691275755705578	0.03479292039138386	grid_runs/pold_0.2_pyoung_0.3_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.3_told_60000k_tyoung_40000k
0.2	0.4	30000	35000	5000	0.2295	0.0502	0.0824	0.7551	0.9423	0.8383	0.271	0.0785	0.1217	0.7582	0.93	0.8354	0.8339158743450207	0.0959396155795707	0.0770296207044761	0.03128546343925162	grid_runs/pold_0.2_pyoung_0.4_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_35000k_tyoung_30000k
0.2	0.4	35000	40000	5000	0.2797	0.0157	0.0298	0.7707	0.9828	0.8639	0.2705	0.0691	0.1101	0.7732	0.9423	0.8494	0.830527091478352	0.09538249166930367	0.08036748786467429	0.03164405990904238	grid_runs/pold_0.2_pyoung_0.4_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_40000k_tyoung_35000k
0.2	0.4	40000	45000	5000	0.3429	0.0165	0.0314	0.7822	0.9859	0.8723	0.2812	0.0808	0.1255	0.7854	0.9377	0.8548	0.8321974103591603	0.09721215299991522	0.09322457891827295	0.03384024490537209	grid_runs/pold_0.2_pyoung_0.4_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_45000k_tyoung_40000k
0.2	0.4	45000	50000	5000	0.3925	0.0075	0.0148	0.7458	0.9889	0.8503	0.3359	0.061	0.1033	0.7498	0.9535	0.8395	0.8264647555363865	0.09718418094908696	0.12007950305602186	0.03928289112068775	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_45000k
0.2	0.4	50000	55000	5000	0.2831	0.0061	0.0118	0.7597	0.9868	0.8585	0.2729	0.0716	0.1134	0.7627	0.9344	0.8398	0.835961643720239	0.09693267074725656	0.13923138929035486	0.04426014189202974	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_50000k
0.2	0.4	30000	40000	10000	0.2555	0.3034	0.2774	0.7741	0.7339	0.7535	0.2604	0.1201	0.1644	0.7683	0.8953	0.827	0.8364980893934515	0.09598877881375857	0.07428644225925696	0.031429518270375274	grid_runs/pold_0.2_pyoung_0.4_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_40000k_tyoung_30000k
0.2	0.4	35000	45000	10000	0.3212	0.2162	0.2584	0.8058	0.8775	0.8401	0.3381	0.1396	0.1976	0.7997	0.9255	0.858	0.8371759472793392	0.097360064068297	0.08196997299152643	0.03218796449709172	grid_runs/pold_0.2_pyoung_0.4_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_45000k_tyoung_35000k
0.2	0.4	40000	50000	10000	0.3591	0.1397	0.2012	0.7772	0.9208	0.8429	0.4113	0.1511	0.221	0.7815	0.9289	0.8488	0.8229584333332515	0.09748873662617899	0.09038169678939029	0.03429127425494084	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_40000k
0.2	0.4	45000	55000	10000	0.4567	0.1164	0.1855	0.7619	0.948	0.8448	0.4512	0.1014	0.1656	0.7602	0.9521	0.8454	0.8306135057025936	0.09724171178370637	0.1115657633731933	0.03937192636118057	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_45000k
0.2	0.4	50000	60000	10000	0.3553	0.0925	0.1468	0.7731	0.9425	0.8495	0.35	0.1252	0.1844	0.7769	0.9238	0.844	0.8393679915065005	0.09667011076611534	0.12355151253609457	0.04411595496265097	grid_runs/pold_0.2_pyoung_0.4_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_60000k_tyoung_50000k
0.2	0.4	30000	45000	15000	0.2659	0.4971	0.3465	0.8191	0.6299	0.7121	0.3134	0.1902	0.2367	0.7976	0.8851	0.8391	0.846088661307833	0.09594358151738475	0.072678452495121	0.03143454679122459	grid_runs/pold_0.2_pyoung_0.4_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_45000k_tyoung_30000k
0.2	0.4	35000	50000	15000	0.3774	0.3717	0.3745	0.8008	0.8067	0.8037	0.4576	0.2149	0.2924	0.785	0.9172	0.846	0.8268804070859981	0.0962925835690598	0.08286272292900694	0.03211773592607082	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_35000k
0.2	0.4	40000	55000	15000	0.368	0.3062	0.3343	0.8139	0.8528	0.8329	0.4314	0.1676	0.2414	0.8004	0.9333	0.8618	0.830944971766573	0.09718747748319058	0.09811803911083196	0.03488427604035986	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_40000k
0.2	0.4	45000	60000	15000	0.377	0.2955	0.3313	0.8162	0.8647	0.8398	0.4639	0.1736	0.2526	0.8053	0.9394	0.8672	0.8386906067972888	0.09817041644049945	0.1251515959041731	0.03958739164601552	grid_runs/pold_0.2_pyoung_0.4_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_60000k_tyoung_45000k
0.2	0.4	30000	50000	20000	0.333	0.6208	0.4335	0.8243	0.5917	0.6889	0.4469	0.2518	0.3221	0.7806	0.8955	0.8341	0.831723100926399	0.0966193615965402	0.07710068340567316	0.03178176368257493	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_50000k_tyoung_30000k
0.2	0.4	35000	55000	20000	0.4244	0.5197	0.4672	0.8389	0.7835	0.8102	0.5221	0.2544	0.3421	0.7984	0.926	0.8575	0.8301020069096241	0.0974506779349353	0.08626290662919021	0.03280887521919066	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_55000k_tyoung_35000k
0.2	0.4	40000	60000	20000	0.3753	0.4256	0.3989	0.8215	0.7907	0.8058	0.4881	0.1996	0.2833	0.7959	0.9336	0.8593	0.8288800818757018	0.09786428152897654	0.1053834350262974	0.0350818619858238	grid_runs/pold_0.2_pyoung_0.4_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.4_told_60000k_tyoung_40000k
0.2	0.5	30000	35000	5000	0.1576	0.0098	0.0185	0.8274	0.9855	0.8996	0.17	0.0469	0.0736	0.8277	0.9508	0.885	0.7979499779629181	0.09575919700599018	0.07890681790119038	0.03187842959156413	grid_runs/pold_0.2_pyoung_0.5_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_35000k_tyoung_30000k
0.2	0.5	35000	40000	5000	0.1644	0.0047	0.0091	0.8145	0.9905	0.8939	0.2282	0.0403	0.0685	0.8163	0.9663	0.885	0.7945043296149727	0.09774405986810418	0.10976406007171861	0.03336745285021756	grid_runs/pold_0.2_pyoung_0.5_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_40000k_tyoung_35000k
0.2	0.5	40000	45000	5000	0.5203	0.0022	0.0044	0.825	0.9944	0.9018	0.221	0.0426	0.0714	0.8268	0.9645	0.8903	0.7886846644385103	0.09662316194778803	0.11404463731282972	0.03548017403981034	grid_runs/pold_0.2_pyoung_0.5_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_45000k_tyoung_40000k
0.2	0.5	45000	50000	5000	0.981	0.0017	0.0034	0.835	0.9936	0.9074	0.1833	0.0448	0.072	0.8361	0.957	0.8925	0.7955194481670249	0.0949577143917719	0.130046886298185	0.03968006664729837	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_45000k
0.2	0.5	50000	55000	5000	0.0	0.0	0.0	0.8258	0.9919	0.9013	0.2242	0.0573	0.0912	0.8289	0.9537	0.8869	0.7989789208142575	0.09652346420573467	0.14277610142468855	0.04450612013755359	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_50000k
0.2	0.5	30000	40000	10000	0.1715	0.1482	0.159	0.8389	0.8624	0.8505	0.2489	0.0869	0.1288	0.8423	0.948	0.892	0.8056506919192146	0.0981299303691843	0.08517603747682993	0.03170958409571413	grid_runs/pold_0.2_pyoung_0.5_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_40000k_tyoung_30000k
0.2	0.5	35000	45000	10000	0.2157	0.0765	0.113	0.837	0.9427	0.8867	0.2632	0.0685	0.1087	0.8384	0.9588	0.8946	0.8025172942962947	0.09816049092474421	0.09651490883112547	0.03345426583055921	grid_runs/pold_0.2_pyoung_0.5_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_45000k_tyoung_35000k
0.2	0.5	40000	50000	10000	0.223	0.0471	0.0777	0.8495	0.9672	0.9045	0.2361	0.0645	0.1014	0.8512	0.9596	0.9021	0.7963293838206527	0.09741635235272496	0.10875787983278264	0.036007015807880925	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_40000k
0.2	0.5	45000	55000	10000	0.2494	0.0318	0.0564	0.842	0.9769	0.9044	0.2722	0.079	0.1225	0.8461	0.9559	0.8977	0.7991356854598521	0.09764438603723928	0.12152740406252911	0.03910466903737602	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_45000k
0.2	0.5	50000	60000	10000	0.2689	0.0245	0.0449	0.8182	0.9793	0.8915	0.3004	0.0705	0.1142	0.8224	0.9583	0.8852	0.7912831089039923	0.09609947426859039	0.14672100068811753	0.04542985195247707	grid_runs/pold_0.2_pyoung_0.5_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_60000k_tyoung_50000k
0.2	0.5	30000	45000	15000	0.2359	0.3436	0.2797	0.834	0.7511	0.7904	0.2808	0.1088	0.1569	0.8215	0.9352	0.8746	0.7982069978346172	0.09881843331045308	0.08586959268415181	0.03224180238208281	grid_runs/pold_0.2_pyoung_0.5_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_45000k_tyoung_30000k
0.2	0.5	35000	50000	15000	0.3031	0.2433	0.2699	0.8595	0.893	0.8759	0.3287	0.1607	0.2158	0.8526	0.9358	0.8923	0.8006634039278258	0.09785408421790799	0.08541373719851324	0.03231894709689183	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_35000k
0.2	0.5	40000	55000	15000	0.3425	0.1847	0.24	0.8541	0.9294	0.8902	0.3728	0.104	0.1626	0.847	0.9621	0.9009	0.7946297337835441	0.10140619878318001	0.11265481335640565	0.03601103146040825	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_40000k
0.2	0.5	45000	60000	15000	0.2766	0.1353	0.1817	0.8481	0.9297	0.8871	0.3313	0.1292	0.1859	0.8498	0.9463	0.8955	0.801033182762837	0.0957998433749241	0.11760151432467697	0.03964689764579103	grid_runs/pold_0.2_pyoung_0.5_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_60000k_tyoung_45000k
0.2	0.5	30000	50000	20000	0.2427	0.4719	0.3206	0.8693	0.7095	0.7813	0.3149	0.1647	0.2163	0.8459	0.9268	0.8845	0.801190987433602	0.098058271031157	0.08037481931721593	0.0320727093922192	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_50000k_tyoung_30000k
0.2	0.5	35000	55000	20000	0.2866	0.3519	0.3159	0.8741	0.84	0.8567	0.3784	0.1949	0.2573	0.8625	0.937	0.8982	0.8024816633357831	0.09819374698514469	0.09078895867719619	0.032701506474800815	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_55000k_tyoung_35000k
0.2	0.5	40000	60000	20000	0.3127	0.2692	0.2893	0.8643	0.8876	0.8758	0.3563	0.1217	0.1814	0.8511	0.9544	0.8998	0.7934057536529937	0.09778751983957022	0.11007349250051622	0.03578825633563208	grid_runs/pold_0.2_pyoung_0.5_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.2_pyoung_0.5_told_60000k_tyoung_40000k
0.3	0.1	30000	35000	5000	0.746	0.9925	0.8518	0.0	0.0	0.0	0.7582	0.5209	0.6175	0.2584	0.5095	0.3429	0.8969528162158034	0.09551703394845326	0.0528238314204198	0.024743127136076015	grid_runs/pold_0.3_pyoung_0.1_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_35000k_tyoung_30000k
0.3	0.1	35000	40000	5000	0.6984	0.9913	0.8194	0.0	0.0	0.0	0.7072	0.5061	0.59	0.3024	0.512	0.3802	0.8974654748328027	0.09682294870052614	0.05765189853354748	0.027599608238780937	grid_runs/pold_0.3_pyoung_0.1_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_40000k_tyoung_35000k
0.3	0.1	40000	45000	5000	0.7051	0.9904	0.8237	0.0	0.0	0.0	0.7568	0.5052	0.606	0.3307	0.6092	0.4287	0.8849341588749471	0.09603609794414196	0.06599179164609137	0.02957366112199658	grid_runs/pold_0.3_pyoung_0.1_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_45000k_tyoung_40000k
0.3	0.1	45000	50000	5000	0.7043	0.9857	0.8215	0.0	0.0	0.0	0.7534	0.3724	0.4984	0.3112	0.7048	0.4318	0.901436587271735	0.09738542276186503	0.08054265540060422	0.035054198411460666	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_45000k
0.3	0.1	50000	55000	5000	0.6973	0.9851	0.8166	0.0	0.0	0.0	0.727	0.487	0.5833	0.3173	0.5718	0.4081	0.9015095741510455	0.09646326352310347	0.08149909742042191	0.03629406969252678	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_50000k
0.3	0.1	30000	40000	10000	0.7412	0.9866	0.8464	0.0163	0.0002	0.0004	0.7729	0.5738	0.6586	0.2891	0.5173	0.3709	0.9020681670381049	0.09613860441544023	0.05532563317885057	0.02630408210149449	grid_runs/pold_0.3_pyoung_0.1_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_40000k_tyoung_30000k
0.3	0.1	35000	45000	10000	0.7059	0.9884	0.8236	0.5083	0.005	0.01	0.7308	0.5547	0.6307	0.3146	0.5073	0.3883	0.8914216743633708	0.09662889378611647	0.06351604901622436	0.02840352564647489	grid_runs/pold_0.3_pyoung_0.1_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_45000k_tyoung_35000k
0.3	0.1	40000	50000	10000	0.6869	0.9874	0.8102	0.0	0.0	0.0	0.7645	0.5535	0.6421	0.381	0.6257	0.4736	0.9009594662058218	0.09589940725894013	0.07031059515391494	0.03090318443410585	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_40000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_40000k
0.3	0.1	45000	55000	10000	0.7101	0.9835	0.8247	0.0	0.0	0.0	0.7657	0.5006	0.6054	0.3274	0.6214	0.4288	0.8979411577199858	0.09695161215454506	0.08227942468862885	0.035609525374758276	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_45000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_45000k
0.3	0.1	50000	60000	10000	0.7304	0.9848	0.8387	0.9403	0.0033	0.0066	0.8071	0.4352	0.5655	0.3067	0.6905	0.4247	0.8890201814710359	0.09696409404646489	0.09471379354438403	0.039896607653446645	grid_runs/pold_0.3_pyoung_0.1_told_60000k_tyoung_50000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_60000k_tyoung_50000k
0.3	0.1	30000	45000	15000	0.7465	0.9822	0.8483	0.5435	0.0275	0.0524	0.794	0.5817	0.6715	0.3113	0.5691	0.4024	0.9011066382392444	0.09653006498081088	0.06335547389403405	0.027955713456792822	grid_runs/pold_0.3_pyoung_0.1_told_45000k_tyoung_30000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_45000k_tyoung_30000k
0.3	0.1	35000	50000	15000	0.7021	0.9829	0.8191	0.7824	0.0356	0.0681	0.7694	0.6108	0.681	0.388	0.5801	0.465	0.893662817543603	0.09685349688392517	0.06708845682438429	0.030547698292495925	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_35000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_35000k
0.3	0.1	40000	55000	15000	0.7033	0.9831	0.82	0.837	0.0312	0.0601	0.7943	0.5936	0.6794	0.4009	0.647	0.4951	0.8867949104062143	0.09686700692052833	0.07611016057796564	0.0332557693849485	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_40000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_40000k
0.3	0.1	45000	60000	15000	0.7067	0.982	0.8219	0.5647	0.0056	0.0111	0.8032	0.4499	0.5767	0.3437	0.708	0.4627	0.8971108725976263	0.09792258348276552	0.09233651932125506	0.03802236095230621	grid_runs/pold_0.3_pyoung_0.1_told_60000k_tyoung_45000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_60000k_tyoung_45000k
0.3	0.1	30000	50000	20000	0.7328	0.9726	0.8359	0.64	0.0675	0.1221	0.8102	0.6331	0.7108	0.3862	0.6202	0.476	0.9158570502049769	0.09613339904667849	0.06658014706969406	0.0290624104172536	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_30000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_50000k_tyoung_30000k
0.3	0.1	35000	55000	20000	0.6993	0.9756	0.8147	0.7671	0.0661	0.1216	0.8021	0.4892	0.6077	0.3873	0.7359	0.5075	0.9008530308271154	0.09631801659339324	0.07965818164112277	0.03310343873059514	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_35000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_55000k_tyoung_35000k
0.3	0.1	40000	60000	20000	0.701	0.9737	0.8151	0.7615	0.0721	0.1317	0.828	0.5276	0.6445	0.4131	0.7617	0.5357	0.8933969581094274	0.09734929234097264	0.08664813584667326	0.035348670690854116	grid_runs/pold_0.3_pyoung_0.1_told_60000k_tyoung_40000k/summary.json	grid_runs/pold_0.3_pyoung_0.1_told_60000k_tyoung_40000k
0.3	0.2	30000	35000	5000	0.535	0.976	0.6912	0.525	0.022	0.0423	0.5561	0.3069	0.3955	0.4668	0.7149	0.5648	0.8858385776146248	0.09621651380386556	0.059099364107317066	0.027457515544877187	grid_runs/pold_0.3_pyoung_0.2_told_35000k_tyoung_30000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_35000k_tyoung_30000k
0.3	0.2	35000	40000	5000	0.5318	0.9615	0.6848	0.5297	0.0401	0.0746	0.5607	0.2725	0.3668	0.4721	0.7545	0.5808	0.8694087004222021	0.09712076842759576	0.0641340156088364	0.02938926011328561	grid_runs/pold_0.3_pyoung_0.2_told_40000k_tyoung_35000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_40000k_tyoung_35000k
0.3	0.2	40000	45000	5000	0.5189	0.9552	0.6725	0.6852	0.0796	0.1427	0.5694	0.2666	0.3632	0.5023	0.7869	0.6132	0.866044142990323	0.09612434394711872	0.074522713445864	0.03063271698947179	grid_runs/pold_0.3_pyoung_0.2_told_45000k_tyoung_40000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_45000k_tyoung_40000k
0.3	0.2	45000	50000	5000	0.5453	0.9758	0.6997	0.7162	0.0371	0.0705	0.5993	0.2509	0.3537	0.4676	0.7961	0.5891	0.8742951713652568	0.0963350490095461	0.082703589662327	0.03505625002102604	grid_runs/pold_0.3_pyoung_0.2_told_50000k_tyoung_45000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_50000k_tyoung_45000k
0.3	0.2	50000	55000	5000	0.5422	0.9624	0.6936	0.506	0.0316	0.0596	0.6338	0.1821	0.283	0.4653	0.8644	0.6049	0.8626580651054124	0.09800280611807605	0.10826973810433552	0.04197285280061973	grid_runs/pold_0.3_pyoung_0.2_told_55000k_tyoung_50000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_55000k_tyoung_50000k
0.3	0.2	30000	40000	10000	0.5541	0.9366	0.6963	0.5786	0.092	0.1588	0.601	0.3608	0.4509	0.4744	0.7101	0.5688	0.8756821377196347	0.09560873893304139	0.06038742648737113	0.027269619020038802	grid_runs/pold_0.3_pyoung_0.2_told_40000k_tyoung_30000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_40000k_tyoung_30000k
0.3	0.2	35000	45000	10000	0.538	0.9052	0.6749	0.5679	0.1275	0.2082	0.6241	0.303	0.4079	0.4981	0.7935	0.612	0.86979088392701	0.0971789911833594	0.07168444197107582	0.03053588268028588	grid_runs/pold_0.3_pyoung_0.2_told_45000k_tyoung_35000k/summary.json	grid_runs/pold_0.3_pyoung_0.2_told_45000k_tyoung_35000k
